0.15646;0.00714;16.21190;-0.792364;0.410583;0.210926
16.08558;2.75954;2.75235;1.203134;-0.896268;0.224464
2.67845;2.70309;0.11203;0.665813;-0.132542;-1.177010
2.78249;0.09413;2.67623;-0.657804;0.010674;0.379910
4.06620;1.52619;3.98706;-0.284190;-0.371811;1.385980
1.32826;1.40749;1.44525;-0.278529;0.038097;0.003440
1.41138;4.03554;3.97672;-0.426175;0.444249;0.670798
4.16064;4.04359;1.31568;0.045876;0.005608;-0.592468
16.15448;16.14560;5.48649;0.420008;-0.381888;-1.568944
0.02114;2.66415;7.95249;-1.514033;0.764898;1.060064
2.64043;2.77895;5.58682;0.687565;-0.027294;-1.377611
2.70627;16.11188;8.05221;-0.658262;0.622473;-0.255998
3.94227;1.45164;9.30901;1.044666;-0.694595;0.381692
1.23679;1.28862;6.71132;1.604176;-0.618370;0.213956
1.25539;4.13125;9.24161;0.073123;-0.397968;1.675233
4.12818;4.22249;6.82067;-0.922405;-1.455363;0.053064
0.06297;16.21249;10.71828;0.200297;0.159571;0.828085
0.06752;2.75199;13.56987;-0.782474;-0.343318;-0.333260
2.58341;2.75108;10.67665;0.097629;-0.085096;0.149552
2.68530;16.21916;13.44837;1.630789;-0.818210;0.263817
4.07706;1.32609;14.83346;-0.346771;0.319603;0.426372
1.45568;1.34525;12.23883;-1.502215;1.021559;-1.682903
1.39018;4.10885;14.95275;-0.281176;-0.650678;0.387801
4.10596;3.91271;12.03393;-0.125173;0.710929;0.481545
0.07918;5.49132;0.05411;-0.932583;-0.241471;-0.700010
0.13461;8.14788;2.79740;-0.630415;0.500216;-1.178917
2.77523;8.13407;16.13376;-0.537269;-0.407972;-0.086190
2.75535;5.36043;2.51576;-1.054380;-0.140218;0.411400
3.96960;6.64334;3.91060;0.297641;0.390430;1.680093
1.35580;6.84760;1.33548;1.069097;0.195941;0.050722
1.35134;9.55124;4.07641;1.482660;-0.110451;-0.274645
4.16509;9.42489;1.19021;0.495810;0.535982;0.540097
0.03384;5.48251;5.38489;0.980108;-0.708641;0.736906
16.20791;8.23072;8.03088;0.465630;-0.438968;1.227988
2.73162;8.06912;5.39656;-0.320260;-0.254995;-0.578757
2.73438;5.47290;8.14447;-0.241120;-0.780903;-0.397413
4.07136;6.66795;9.41962;1.145130;1.272242;1.431896
1.41761;6.78136;6.88133;-0.818131;0.622005;-1.396726
1.44325;9.52172;9.57966;0.106269;-1.006139;-1.192525
4.18005;9.30825;6.66996;-0.148257;1.299563;0.351147
0.03392;5.40339;10.88803;-0.607018;-0.247863;-1.078123
0.04593;7.92235;13.59517;-0.210328;2.530851;-0.271687
2.82869;8.04120;10.89218;-1.170304;-0.634031;-0.822323
2.72325;5.25021;13.54996;1.343456;0.667975;-0.766370
4.15978;6.64920;14.89481;-0.272875;0.222070;-0.194911
1.38370;6.69502;12.25644;0.935456;-0.312890;-0.563393
1.21738;9.51985;14.97269;-0.098843;-0.675402;0.051675
4.05610;9.32430;12.25448;0.273001;1.066102;0.252933
16.00673;10.90877;0.13065;0.725346;-0.113448;-1.258157
0.05356;13.48812;2.71651;-0.812660;1.084991;0.119011
2.57705;13.68247;16.19050;0.438876;-0.986597;-0.787070
2.74990;10.79649;2.47673;-0.695938;0.384706;0.470979
4.14332;12.15286;3.83323;0.098724;-0.854753;0.318812
1.24445;12.30469;1.22621;0.955671;-1.177833;0.505766
1.41814;14.90205;3.98271;-0.158114;0.254431;0.630690
3.96281;14.94010;1.26694;-0.068082;0.215057;0.247700
16.10873;10.72370;5.34272;0.437130;1.193352;0.771859
0.06979;13.35213;8.09236;-1.282123;0.473926;-0.484376
2.93213;13.54379;5.16080;-2.139385;-0.972786;0.547488
2.63994;10.75530;7.95194;1.445419;-0.818761;0.912607
4.01504;12.00273;9.47623;0.710235;-0.239444;-1.234846
1.40082;12.11959;6.66886;-0.267890;0.369081;-1.519481
1.34096;14.73293;9.36974;0.757725;0.289418;0.902238
4.01663;14.78368;6.66326;-0.166183;0.118163;1.161732
0.13220;10.84547;10.85269;-1.233882;-0.718369;0.899056
16.04658;13.61713;13.44329;0.403701;0.488062;0.786057
2.75718;13.34093;10.78100;-1.523776;0.575439;0.143454
2.51998;10.71878;13.49112;0.689256;0.819423;0.257277
3.92367;12.14942;14.88124;-0.063538;0.140143;0.029138
1.20343;12.27056;12.24448;1.433809;-0.296993;-0.374371
1.31583;14.92444;14.73775;-0.382849;-0.348330;-0.101817
4.00014;14.80736;11.98237;0.768854;0.476453;1.493672
5.38692;0.00730;0.06102;0.038734;0.359506;-0.782684
5.50187;2.77890;2.65729;-0.338377;-1.120697;-0.353176
8.22475;2.66076;0.08165;0.294220;0.091991;-0.412807
8.29825;16.22200;2.71148;-1.120897;0.866795;0.686611
9.71057;1.39476;4.05356;-1.038808;-0.130387;-0.025702
6.81032;1.32757;1.32850;0.337920;-0.139777;0.712598
6.83252;3.98429;3.96163;-0.040246;0.819609;1.865533
9.53308;4.07136;1.46943;-0.016870;0.398535;-1.586547
5.21048;16.21424;5.46226;1.415114;0.968698;-1.658700
5.48600;2.77489;8.03015;0.032668;-0.262148;0.375190
8.09927;2.55683;5.39498;1.182835;1.248900;-1.206865
8.12415;0.07774;8.17732;-0.228003;-0.355303;-1.253080
9.41470;1.37012;9.50766;0.071584;1.158696;0.196710
6.75924;1.27760;6.61596;-0.743498;-0.276173;1.648294
6.83093;4.17385;9.45420;0.041990;-1.169834;0.028219
9.42173;4.05060;6.71794;0.713658;-0.869426;-0.036374
5.37969;0.00876;10.74548;-0.739891;-0.297403;-1.176692
5.49200;2.62111;13.44724;-0.228980;0.589192;0.776441
8.00662;2.66995;10.92863;0.510932;0.369320;-1.015808
8.09908;16.20960;13.64727;0.324982;-0.111769;-0.662383
9.62824;1.28804;14.95132;-1.365020;1.320652;-0.817475
6.71935;1.20022;12.11417;0.537678;0.166748;1.149063
6.89864;4.04852;14.95655;-0.634425;-0.750223;-0.462542
9.39649;4.01277;12.24797;-0.863346;0.618161;-1.236929
5.59328;5.41647;0.08066;-0.748662;-0.298231;-0.626277
5.33324;8.04307;2.75373;0.531169;0.125462;-1.258364
8.08348;8.19521;16.22445;0.119334;-0.228406;-0.446347
8.15718;5.39328;2.72492;0.030162;0.399257;-0.008754
9.58336;6.64922;4.03421;-0.326878;0.978707;0.858992
6.85768;6.80196;1.37609;-0.394779;0.189531;0.625448
6.82360;9.28854;3.96835;-0.391793;1.521213;0.469466
9.34439;9.56463;1.30579;1.497512;-0.180097;0.039752
5.37740;5.41389;5.43178;1.025133;0.388001;-1.776817
5.51625;8.06615;8.15356;-0.773607;-0.442632;-0.443388
8.22499;8.20503;5.40881;0.036812;-1.728929;0.293399
8.16565;5.42376;8.02189;-0.070757;-0.142366;0.673245
9.36895;6.76126;9.48178;0.166556;-0.818079;0.223534
